sim,true_beta,n,model,p,n_f,true_beta_f
338,0.2,25,model2,0.7090011833226781,25,beta = 0.2
338,0.2,25,model3,0.003657695195146766,25,beta = 0.2
338,0.2,25,model4,0.5189172012507075,25,beta = 0.2
339,0.2,25,model1,0.1336134370526397,25,beta = 0.2
339,0.2,25,model2,0.9963987380498427,25,beta = 0.2
339,0.2,25,model3,0.7104634368487478,25,beta = 0.2
339,0.2,25,model4,0.2993082253111008,25,beta = 0.2
340,0.2,25,model1,0.9475853695852219,25,beta = 0.2
340,0.2,25,model2,0.7101832515644193,25,beta = 0.2
340,0.2,25,model3,0.9670635623884782,25,beta = 0.2
340,0.2,25,model4,0.7957564023577995,25,beta = 0.2
341,0.2,25,model1,0.39921592487082513,25,beta = 0.2
341,0.2,25,model2,0.5696698451177744,25,beta = 0.2
341,0.2,25,model3,0.21323989833876208,25,beta = 0.2
341,0.2,25,model4,0.33052315668337817,25,beta = 0.2
342,0.2,25,model1,0.1747755969123728,25,beta = 0.2
342,0.2,25,model2,0.208376036058736,25,beta = 0.2
342,0.2,25,model3,0.74741271884239735,25,beta = 0.2
342,0.2,25,model4,0.27960774526300225,25,beta = 0.2
343,0.2,25,model1,0.38497058147151886,25,beta = 0.2
343,0.2,25,model2,0.1477647237272115,25,beta = 0.2
343,0.2,25,model3,0.003503412293726593,25,beta = 0.2
343,0.2,25,model4,0.7445440044994622,25,beta = 0.2
344,0.2,25,model1,0.20491364426566921,25,beta = 0.2
344,0.2,25,model2,0.7758907650832535,25,beta = 0.2
344,0.2,25,model3,0.18939243880201992,25,beta = 0.2
344,0.2,25,model4,0.8867898930669262,25,beta = 0.2
345,0.2,25,model1,0.2712719760376442,25,beta = 0.2
345,0.2,25,model2,0.4255038048521397,25,beta = 0.2
345,0.2,25,model3,0.14976543798206896,25,beta = 0.2
345,0.2,25,model4,0.06197219885390048,25,beta = 0.2
346,0.2,25,model1,0.15190370261275443,25,beta = 0.2
346,0.2,25,model2,0.02627500552896342,25,beta = 0.2
346,0.2,25,model3,0.7014257943204643,25,beta = 0.2
346,0.2,25,model4,0.1350226423592393,25,beta = 0.2
347,0.2,25,model1,0.0029388289331930013,25,beta = 0.2
347,0.2,25,model2,0.018072681599730234,25,beta = 0.2
347,0.2,25,model3,0.06783788273661215,25,beta = 0.2
347,0.2,25,model4,0.48554708569113425,25,beta = 0.2
348,0.2,25,model1,0.046574460203803215,25,beta = 0.2
348,0.2,25,model2,0.7474032017924455,25,beta = 0.2
348,0.2,25,model3,0.11936839168147705,25,beta = 0.2
348,0.2,25,model4,0.17618880630661893,25,beta = 0.2
349,0.2,25,model1,0.00403763969947295,25,beta = 0.2
349,0.2,25,model2,0.29471670487094537,25,beta = 0.2
349,0.2,25,model3,0.09578316013002366,25,beta = 0.2
349,0.2,25,model4,0.17773504127698322,25,beta = 0.2
350,0.2,25,model1,0.9171342856001242,25,beta = 0.2
350,0.2,25,model2,0.22303662040159183,25,beta = 0.2
350,0.2,25,model3,0.049385575498675775,25,beta = 0.2
350,0.2,25,model4,0.677577579783525,25,beta = 0.2
351,0.2,25,model1,0.17326836615960983,25,beta = 0.2
351,0.2,25,model2,0.2744145533777905,25,beta = 0.2
351,0.2,25,model3,0.09360851543632516,25,beta = 0.2
351,0.2,25,model4,0.612820681419721,25,beta = 0.2
352,0.2,25,model1,0.23855970698467127,25,beta = 0.2
352,0.2,25,model2,0.07209002265112496,25,beta = 0.2
352,0.2,25,model3,0.9942747332637317,25,beta = 0.2
352,0.2,25,model4,0.272124034234439,25,beta = 0.2
353,0.2,25,model1,0.06233241042200086,25,beta = 0.2
353,0.2,25,model2,0.6453015869262861,25,beta = 0.2
353,0.2,25,model3,0.9465002452158527,25,beta = 0.2
353,0.2,25,model4,0.3282027209441283,25,beta = 0.2
354,0.2,25,model1,0.34643896603918045,25,beta = 0.2
354,0.2,25,model2,0.00354027630028095,25,beta = 0.2
354,0.2,25,model3,0.06180123210409961,25,beta = 0.2
354,0.2,25,model4,0.9119353815987747,25,beta = 0.2
355,0.2,25,model1,0.875757335445701,25,beta = 0.2
355,0.2,25,model2,0.22911995198299956,25,beta = 0.2
355,0.2,25,model3,0.7736234388727555,25,beta = 0.2
355,0.2,25,model4,0.06861561999023975,25,beta = 0.2
356,0.2,25,model1,0.46444030232280675,25,beta = 0.2
356,0.2,25,model2,0.9074624400663842,25,beta = 0.2
356,0.2,25,model3,0.09028108273965414,25,beta = 0.2
356,0.2,25,model4,0.7226111950343808,25,beta = 0.2
357,0.2,25,model1,0.15978992107853968,25,beta = 0.2
357,0.2,25,model2,0.11801308096327531,25,beta = 0.2
357,0.2,25,model3,0.5217736310962038,25,beta = 0.2
357,0.2,25,model4,0.0022380626377467884,25,beta = 0.2
358,0.2,25,model1,0.9004991123703924,25,beta = 0.2
358,0.2,25,model2,0.0797734550708228,25,beta = 0.2
358,0.2,25,model3,0.42723010075751733,25,beta = 0.2
358,0.2,25,model4,0.06505530158633527,25,beta = 0.2
359,0.2,25,model1,0.1723605386213615,25,beta = 0.2
359,0.2,25,model2,0.66344876797797,25,beta = 0.2
359,0.2,25,model3,0.8362839212973494,25,beta = 0.2
359,0.2,25,model4,0.9038735411913003,25,beta = 0.2
360,0.2,25,model1,0.4911267591467168,25,beta = 0.2
360,0.2,25,model2,0.02432150272319991,25,beta = 0.2
360,0.2,25,model3,0.17842319408875115,25,beta = 0.2
360,0.2,25,model4,0.17687216849195575,25,beta = 0.2
361,0.2,25,model1,0.12107988353124396,25,beta = 0.2
361,0.2,25,model2,0.16761937662499315,25,beta = 0.2
361,0.2,25,model3,0.41351135795145655,25,beta = 0.2
361,0.2,25,model4,0.9370946475981019,25,beta = 0.2
362,0.2,25,model1,0.021692996477991378,25,beta = 0.2
362,0.2,25,model2,0.08459725042699734,25,beta = 0.2
362,0.2,25,model3,0.12215474043313909,25,beta = 0.2
362,0.2,25,model4,0.927690922555467,25,beta = 0.2
363,0.2,25,model1,0.8176661066892079,25,beta = 0.2
363,0.2,25,model2,0.6944510130757906,25,beta = 0.2
363,0.2,25,model3,0.04783587419189437,25,beta = 0.2
363,0.2,25,model4,0.015572730062054538,25,beta = 0.2
364,0.2,25,model1,0.006106777622059135,25,beta = 0.2
364,0.2,25,model2,0.0929324525687538,25,beta = 0.2
364,0.2,25,model3,0.599116335867135,25,beta = 0.2
364,0.2,25,model4,0.10118943677119234,25,beta = 0.2
365,0.2,25,model1,0.451912678791787,25,beta = 0.2
365,0.2,25,model2,0.627705037801408,25,beta = 0.2
365,0.2,25,model3,0.7469599918692748,25,beta = 0.2
365,0.2,25,model4,0.2638256074682531,25,beta = 0.2
366,0.2,25,model1,0.5506621757496916,25,beta = 0.2
366,0.2,25,model2,0.15719465056994933,25,beta = 0.2
366,0.2,25,model3,0.20372076873667505,25,beta = 0.2
366,0.2,25,model4,0.8229644946831587,25,beta = 0.2
367,0.2,25,model1,0.6995758990705603,25,beta = 0.2
367,0.2,25,model2,0.2961039313028053,25,beta = 0.2
367,0.2,25,model3,0.6183214374430372,25,beta = 0.2
367,0.2,25,model4,0.8669588431739472,25,beta = 0.2
368,0.2,25,model1,0.29860801013512434,25,beta = 0.2
368,0.2,25,model2,0.038936944809873586,25,beta = 0.2
368,0.2,25,model3,0.02975800358276936,25,beta = 0.2
368,0.2,25,model4,0.011353929576497725,25,beta = 0.2
369,0.2,25,model1,0.3977234520253753,25,beta = 0.2
369,0.2,25,model2,0.002805364562232601,25,beta = 0.2
369,0.2,25,model3,0.03406202391201916,25,beta = 0.2
369,0.2,25,model4,0.10467748721797052,25,beta = 0.2
370,0.2,25,model1,0.07083612078280258,25,beta = 0.2
370,0.2,25,model2,0.49655124617850677,25,beta = 0.2
370,0.2,25,model3,5.395157484399495e-4,25,beta = 0.2
370,0.2,25,model4,0.10363113182625475,25,beta = 0.2
371,0.2,25,model1,0.46838577934166237,25,beta = 0.2
371,0.2,25,model2,0.23197822138338914,25,beta = 0.2
371,0.2,25,model3,0.6590043219864503,25,beta = 0.2
371,0.2,25,model4,0.1936605104886114,25,beta = 0.2
372,0.2,25,model1,0.10753509625269149,25,beta = 0.2
372,0.2,25,model2,0.0296475567250403,25,beta = 0.2
372,0.2,25,model3,0.020698598279887032,25,beta = 0.2
372,0.2,25,model4,0.18498969453350536,25,beta = 0.2
373,0.2,25,model1,0.34510228228905415,25,beta = 0.2
373,0.2,25,model2,0.04045856303933576,25,beta = 0.2
373,0.2,25,model3,0.007697073384002553,25,beta = 0.2
373,0.2,25,model4,0.2457411809506627,25,beta = 0.2
374,0.2,25,model1,0.5803807904023052,25,beta = 0.2
374,0.2,25,model2,0.642888184175163,25,beta = 0.2
374,0.2,25,model3,0.23602132582109264,25,beta = 0.2
374,0.2,25,model4,0.2945893664164333,25,beta = 0.2
375,0.2,25,model1,0.5930453376373104,25,beta = 0.2
375,0.2,25,model2,0.3691597333402644,25,beta = 0.2
375,0.2,25,model3,0.5560994900761198,25,beta = 0.2
375,0.2,25,model4,0.5607070574983652,25,beta = 0.2
376,0.2,25,model1,0.20358205640134758,25,beta = 0.2
376,0.2,25,model2,0.017588241595257074,25,beta = 0.2
376,0.2,25,model3,0.1319796587926649,25,beta = 0.2
376,0.2,25,model4,0.3692265013259348,25,beta = 0.2
377,0.2,25,model1,0.7700665769218445,25,beta = 0.2
377,0.2,25,model2,0.46792655117272375,25,beta = 0.2
377,0.2,25,model3,0.23794028014556334,25,beta = 0.2
377,0.2,25,model4,0.463130994343822,25,beta = 0.2
378,0.2,25,model1,0.01947518219246503,25,beta = 0.2
378,0.2,25,model2,0.44112684793561185,25,beta = 0.2
378,0.2,25,model3,0.7454689588984935,25,beta = 0.2
378,0.2,25,model4,0.5953004721088389,25,beta = 0.2
379,0.2,25,model1,0.0034790776893336376,25,beta = 0.2
379,0.2,25,model2,0.1126229570771786,25,beta = 0.2
379,0.2,25,model3,0.5943188537811985,25,beta = 0.2
379,0.2,25,model4,0.30309792998053753,25,beta = 0.2
380,0.2,25,model1,0.010249511516998336,25,beta = 0.2
380,0.2,25,model2,0.340187607390559,25,beta = 0.2
380,0.2,25,model3,0.8835596878311376,25,beta = 0.2
380,0.2,25,model4,0.9656606826042824,25,beta = 0.2
381,0.2,25,model1,0.8540641006947295,25,beta = 0.2
381,0.2,25,model2,0.31156657197497106,25,beta = 0.2
381,0.2,25,model3,0.8624315034163046,25,beta = 0.2
381,0.2,25,model4,0.9644097629626425,25,beta = 0.2
382,0.2,25,model1,0.5537059622422724,25,beta = 0.2
382,0.2,25,model2,0.9446598270410637,25,beta = 0.2
382,0.2,25,model3,0.45393433218737234,25,beta = 0.2
382,0.2,25,model4,0.486693900035141,25,beta = 0.2
383,0.2,25,model1,0.061278014935247184,25,beta = 0.2
383,0.2,25,model2,0.0871544673290455,25,beta = 0.2
383,0.2,25,model3,0.005828058284780128,25,beta = 0.2
383,0.2,25,model4,0.40599174563107443,25,beta = 0.2
384,0.2,25,model1,0.3082933538946013,25,beta = 0.2
384,0.2,25,model2,0.2694969245711359,25,beta = 0.2
384,0.2,25,model3,0.3364705398693637,25,beta = 0.2
384,0.2,25,model4,0.2369235180980711,25,beta = 0.2
385,0.2,25,model1,0.2294209875333717,25,beta = 0.2
385,0.2,25,model2,0.011906920573191924,25,beta = 0.2
385,0.2,25,model3,0.0014730118910379773,25,beta = 0.2
385,0.2,25,model4,0.8371382544161531,25,beta = 0.2
386,0.2,25,model1,0.04856732540063398,25,beta = 0.2
386,0.2,25,model2,0.17032078972243533,25,beta = 0.2
386,0.2,25,model3,0.6966337112690388,25,beta = 0.2
386,0.2,25,model4,0.8933154547943707,25,beta = 0.2
387,0.2,25,model1,0.07482510131727366,25,beta = 0.2
387,0.2,25,model2,0.18472427248558557,25,beta = 0.2
387,0.2,25,model3,0.9268436529270772,25,beta = 0.2
387,0.2,25,model4,0.5333438872728743,25,beta = 0.2
388,0.2,25,model1,0.03458257200970967,25,beta = 0.2
388,0.2,25,model2,0.27463847133860086,25,beta = 0.2
388,0.2,25,model3,0.9016077240138072,25,beta = 0.2
388,0.2,25,model4,0.07845141266590208,25,beta = 0.2
389,0.2,25,model1,0.38785506926663227,25,beta = 0.2
389,0.2,25,model2,0.8914515867801578,25,beta = 0.2
389,0.2,25,model3,0.11997374954750502,25,beta = 0.2
389,0.2,25,model4,0.6567304009118473,25,beta = 0.2
390,0.2,25,model1,0.5048158861071275,25,beta = 0.2
390,0.2,25,model2,0.4112754570089261,25,beta = 0.2
390,0.2,25,model3,0.8662433599636268,25,beta = 0.2
390,0.2,25,model4,0.011584745094909176,25,beta = 0.2
391,0.2,25,model1,0.5139644755312764,25,beta = 0.2
391,0.2,25,model2,0.8035472674128529,25,beta = 0.2
391,0.2,25,model3,0.7700280234280618,25,beta = 0.2
391,0.2,25,model4,0.9759431428649687,25,beta = 0.2
392,0.2,25,model1,0.8646606560645849,25,beta = 0.2
392,0.2,25,model2,0.21019048678625046,25,beta = 0.2
392,0.2,25,model3,0.2447763249736518,25,beta = 0.2
392,0.2,25,model4,0.6833037481668747,25,beta = 0.2
393,0.2,25,model1,0.03407740090438673,25,beta = 0.2
393,0.2,25,model2,0.061886469591146104,25,beta = 0.2
393,0.2,25,model3,0.06669704471500115,25,beta = 0.2
393,0.2,25,model4,0.2514170915482558,25,beta = 0.2
394,0.2,25,model1,0.32726724041930344,25,beta = 0.2
394,0.2,25,model2,0.5779687231921702,25,beta = 0.2
394,0.2,25,model3,0.6554216295068901,25,beta = 0.2
394,0.2,25,model4,0.5029760944206696,25,beta = 0.2
395,0.2,25,model1,0.46571925356243993,25,beta = 0.2
395,0.2,25,model2,0.9713072985080026,25,beta = 0.2
395,0.2,25,model3,0.6672757099588364,25,beta = 0.2
395,0.2,25,model4,0.03193391738087757,25,beta = 0.2
396,0.2,25,model1,0.5513448105959267,25,beta = 0.2
396,0.2,25,model2,0.07993178822572172,25,beta = 0.2
396,0.2,25,model3,0.6439882417494924,25,beta = 0.2
396,0.2,25,model4,0.08518610209265894,25,beta = 0.2
397,0.2,25,model1,0.6538460768724975,25,beta = 0.2
397,0.2,25,model2,0.14053291073938817,25,beta = 0.2
397,0.2,25,model3,0.42585471092177674,25,beta = 0.2
397,0.2,25,model4,0.06310465006711635,25,beta = 0.2
398,0.2,25,model1,0.4992370246474668,25,beta = 0.2
398,0.2,25,model2,0.4051176788631543,25,beta = 0.2
398,0.2,25,model3,0.17908973407205164,25,beta = 0.2
398,0.2,25,model4,0.06865850680588896,25,beta = 0.2
399,0.2,25,model1,0.013949024200676632,25,beta = 0.2
399,0.2,25,model2,0.4396603398952702,25,beta = 0.2
399,0.2,25,model3,0.3713185892449059,25,beta = 0.2
399,0.2,25,model4,0.4564286575463601,25,beta = 0.2
400,0.2,25,model1,0.9475066425868799,25,beta = 0.2
400,0.2,25,model2,0.8310597616198309,25,beta = 0.2
400,0.2,25,model3,0.09334626099561094,25,beta = 0.2
400,0.2,25,model4,0.3505716452041646,25,beta = 0.2
401,0.2,25,model1,0.475170576292697,25,beta = 0.2
401,0.2,25,model2,0.07123581601426143,25,beta = 0.2
401,0.2,25,model3,0.14177204119043182,25,beta = 0.2
401,0.2,25,model4,0.08695576853346543,25,beta = 0.2
402,0.2,25,model1,0.10276951645912256,25,beta = 0.2
402,0.2,25,model2,0.13361952002913077,25,beta = 0.2
402,0.2,25,model3,0.3925059535196823,25,beta = 0.2
402,0.2,25,model4,0.6243391230140458,25,beta = 0.2
403,0.2,25,model1,0.09915202740462625,25,beta = 0.2
403,0.2,25,model2,0.7894555232797984,25,beta = 0.2
403,0.2,25,model3,0.3683470911250708,25,beta = 0.2
403,0.2,25,model4,0.020167541106214257,25,beta = 0.2
404,0.2,25,model1,0.7288935221709227,25,beta = 0.2
404,0.2,25,model2,0.1293807914370124,25,beta = 0.2
404,0.2,25,model3,0.1201755378517825,25,beta = 0.2
404,0.2,25,model4,0.8275686234433501,25,beta = 0.2
405,0.2,25,model1,0.3862111605913032,25,beta = 0.2
405,0.2,25,model2,0.09461271889275073,25,beta = 0.2
405,0.2,25,model3,0.13554059914567904,25,beta = 0.2
405,0.2,25,model4,0.038503638933390844,25,beta = 0.2
406,0.2,25,model1,0.003175020803384552,25,beta = 0.2
406,0.2,25,model2,0.3413988195404757,25,beta = 0.2
406,0.2,25,model3,0.6150454570803181,25,beta = 0.2
406,0.2,25,model4,0.07796801392586167,25,beta = 0.2
407,0.2,25,model1,0.42445681260788637,25,beta = 0.2
407,0.2,25,model2,0.6362557920572018,25,beta = 0.2
407,0.2,25,model3,0.09895677356286385,25,beta = 0.2
407,0.2,25,model4,0.8311536117737577,25,beta = 0.2
408,0.2,25,model1,0.0729453082210643,25,beta = 0.2
408,0.2,25,model2,0.5827911208253249,25,beta = 0.2
408,0.2,25,model3,0.10668411776252103,25,beta = 0.2
408,0.2,25,model4,0.17648848252460203,25,beta = 0.2
409,0.2,25,model1,0.01985143194785882,25,beta = 0.2
409,0.2,25,model2,0.34357799738034833,25,beta = 0.2
409,0.2,25,model3,0.5255467447295281,25,beta = 0.2
409,0.2,25,model4,0.24979578871703678,25,beta = 0.2
410,0.2,25,model1,0.22039607328804098,25,beta = 0.2
410,0.2,25,model2,0.015805602456859684,25,beta = 0.2
410,0.2,25,model3,0.13991168355226305,25,beta = 0.2
410,0.2,25,model4,0.6237290582965019,25,beta = 0.2
411,0.2,25,model1,0.01303890677920595,25,beta = 0.2
411,0.2,25,model2,0.1063490447937028,25,beta = 0.2
411,0.2,25,model3,0.3066079896232911,25,beta = 0.2
411,0.2,25,model4,0.5152976587653824,25,beta = 0.2
412,0.2,25,model1,0.16668686101984886,25,beta = 0.2
412,0.2,25,model2,0.010139675502762699,25,beta = 0.2
412,0.2,25,model3,0.08142286866937427,25,beta = 0.2
412,0.2,25,model4,0.8534768887348201,25,beta = 0.2
413,0.2,25,model1,0.33411324721783375,25,beta = 0.2
413,0.2,25,model2,0.7656717642868,25,beta = 0.2
413,0.2,25,model3,0.4680317316656375,25,beta = 0.2
413,0.2,25,model4,0.0546119542858224,25,beta = 0.2
414,0.2,25,model1,0.018506866960012795,25,beta = 0.2
414,0.2,25,model2,0.3349386854954547,25,beta = 0.2
414,0.2,25,model3,0.05520976562695657,25,beta = 0.2
414,0.2,25,model4,0.003395778279830574,25,beta = 0.2
415,0.2,25,model1,0.7683623631565615,25,beta = 0.2
415,0.2,25,model2,0.6782142209487685,25,beta = 0.2
415,0.2,25,model3,0.5289146129282699,25,beta = 0.2
415,0.2,25,model4,0.7279700618766116,25,beta = 0.2
416,0.2,25,model1,0.22728713128475941,25,beta = 0.2
416,0.2,25,model2,0.19282224460610428,25,beta = 0.2
416,0.2,25,model3,0.9651655040516006,25,beta = 0.2
416,0.2,25,model4,0.31963355732391796,25,beta = 0.2
417,0.2,25,model1,0.12102335590505453,25,beta = 0.2
417,0.2,25,model2,0.045451823446899686,25,beta = 0.2
417,0.2,25,model3,0.753205455879165,25,beta = 0.2
417,0.2,25,model4,0.3339575593749332,25,beta = 0.2
418,0.2,25,model1,0.5676520444436868,25,beta = 0.2
418,0.2,25,model2,0.0016905146171554753,25,beta = 0.2
418,0.2,25,model3,0.05288574118574742,25,beta = 0.2
418,0.2,25,model4,0.606662648199684,25,beta = 0.2
419,0.2,25,model1,0.2574726551448774,25,beta = 0.2
419,0.2,25,model2,0.3013218528059705,25,beta = 0.2
419,0.2,25,model3,0.5487641926879578,25,beta = 0.2
419,0.2,25,model4,0.03238011326851708,25,beta = 0.2
420,0.2,25,model1,0.04714629867187597,25,beta = 0.2
420,0.2,25,model2,0.08167688745751968,25,beta = 0.2
420,0.2,25,model3,0.9339043011007896,25,beta = 0.2
420,0.2,25,model4,0.06541900323344373,25,beta = 0.2
421,0.2,25,model1,0.26956995696582525,25,beta = 0.2
421,0.2,25,model2,0.40487885149995373,25,beta = 0.2
421,0.2,25,model3,0.7487306798857567,25,beta = 0.2
421,0.2,25,model4,0.17545084261215388,25,beta = 0.2
422,0.2,25,model1,0.4047753178093555,25,beta = 0.2
422,0.2,25,model2,0.4269622597716256,25,beta = 0.2
422,0.2,25,model3,0.22306140832018143,25,beta = 0.2
422,0.2,25,model4,0.045298477128714126,25,beta = 0.2
423,0.2,25,model1,0.03556196012031709,25,beta = 0.2
423,0.2,25,model2,0.9179390560021228,25,beta = 0.2
423,0.2,25,model3,0.02158766207669465,25,beta = 0.2
423,0.2,25,model4,0.07391329287786814,25,beta = 0.2
424,0.2,25,model1,0.20444864547172267,25,beta = 0.2
424,0.2,25,model2,0.06937790039537507,25,beta = 0.2
424,0.2,25,model3,0.16207142447152906,25,beta = 0.2
424,0.2,25,model4,0.37652616552698726,25,beta = 0.2
425,0.2,25,model1,0.06538802140899179,25,beta = 0.2
425,0.2,25,model2,0.0813734151737036,25,beta = 0.2
425,0.2,25,model3,0.9869900519983252,25,beta = 0.2
425,0.2,25,model4,0.1643515593209219,25,beta = 0.2
426,0.2,25,model1,0.0020478191456390726,25,beta = 0.2
426,0.2,25,model2,0.21585871814094604,25,beta = 0.2
426,0.2,25,model3,0.1688589221066508,25,beta = 0.2
426,0.2,25,model4,0.45177006281155097,25,beta = 0.2
427,0.2,25,model1,0.29610046556365627,25,beta = 0.2
427,0.2,25,model2,0.041968998470841186,25,beta = 0.2
427,0.2,25,model3,0.004988531317261812,25,beta = 0.2
427,0.2,25,model4,0.16274774613578843,25,beta = 0.2
428,0.2,25,model1,0.3960527228213081,25,beta = 0.2
428,0.2,25,model2,0.9636353667385668,25,beta = 0.2
428,0.2,25,model3,0.20560006564804914,25,beta = 0.2
428,0.2,25,model4,0.024088175414199713,25,beta = 0.2
429,0.2,25,model1,0.03416418505477096,25,beta = 0.2
429,0.2,25,model2,0.1616387940461057,25,beta = 0.2
429,0.2,25,model3,0.7004441683465095,25,beta = 0.2
429,0.2,25,model4,0.03268540198467432,25,beta = 0.2
430,0.2,25,model1,0.4607174045482263,25,beta = 0.2
430,0.2,25,model2,0.7424093040507717,25,beta = 0.2
430,0.2,25,model3,0.08701657188896293,25,beta = 0.2
430,0.2,25,model4,0.002453276764569413,25,beta = 0.2
431,0.2,25,model1,0.0032333169544503234,25,beta = 0.2
431,0.2,25,model2,0.3017261212838177,25,beta = 0.2
431,0.2,25,model3,0.6096593818797338,25,beta = 0.2
431,0.2,25,model4,0.7793220443463121,25,beta = 0.2
432,0.2,25,model1,0.3935977381473058,25,beta = 0.2
432,0.2,25,model2,0.2339706863787906,25,beta = 0.2
432,0.2,25,model3,0.318860065015165,25,beta = 0.2
432,0.2,25,model4,0.499668457777367,25,beta = 0.2
433,0.2,25,model1,0.6049959208376288,25,beta = 0.2
433,0.2,25,model2,0.2975619834766562,25,beta = 0.2
433,0.2,25,model3,0.21167872384988073,25,beta = 0.2
433,0.2,25,model4,0.5514215217259972,25,beta = 0.2
434,0.2,25,model1,0.14719951380726,25,beta = 0.2
434,0.2,25,model2,0.38449143095499916,25,beta = 0.2
434,0.2,25,model3,0.4008683906081826,25,beta = 0.2
434,0.2,25,model4,0.7029667819149417,25,beta = 0.2
435,0.2,25,model1,0.058502992442752574,25,beta = 0.2
435,0.2,25,model2,0.5918408243720983,25,beta = 0.2
435,0.2,25,model3,0.12488946287356306,25,beta = 0.2
435,0.2,25,model4,0.3721136995714418,25,beta = 0.2
436,0.2,25,model1,0.4549675422167174,25,beta = 0.2
436,0.2,25,model2,0.6019447069687005,25,beta = 0.2
436,0.2,25,model3,0.4760823263951498,25,beta = 0.2
436,0.2,25,model4,0.8722850263043062,25,beta = 0.2
437,0.2,25,model1,0.22547585581777654,25,beta = 0.2
437,0.2,25,model2,0.11237943345744575,25,beta = 0.2
437,0.2,25,model3,0.8868086202614367,25,beta = 0.2
437,0.2,25,model4,0.3067044849420464,25,beta = 0.2
438,0.2,25,model1,0.2527906855579486,25,beta = 0.2
438,0.2,25,model2,0.7281735476677398,25,beta = 0.2
438,0.2,25,model3,0.05856561736645213,25,beta = 0.2
438,0.2,25,model4,0.10362901063218823,25,beta = 0.2
439,0.2,25,model1,0.7011728261868619,25,beta = 0.2
439,0.2,25,model2,0.47030520136406473,25,beta = 0.2
439,0.2,25,model3,0.9601361223670422,25,beta = 0.2
439,0.2,25,model4,0.16301457501982253,25,beta = 0.2
